,Symbol,Return,Volatility,Sharpe,Volume,betweenness,coreness,clustering
0,AADR,-0.13852107071153136,0.24418297425814015,-0.5672839031155898,14316.600476568705,0.0,0.0,1.0
1,AAXJ,-0.11312961599878578,0.22715861770090462,-0.49802035750957674,1246920.5718824463,0.0015614123052183656,0.04617424013027299,0.9844597850602932
2,ACWF,0.18130161467137584,0.20285005503740666,0.8937715823539847,23695.552025416997,0.00017327362188720693,0.4475496862502127,0.9218664024161001
3,ACWI,0.359218043484147,0.20270208760281588,1.772147725424594,3582106.1953931693,0.0004671117550858704,0.4924680951897363,0.9074957083304274
4,ACWV,0.25905362273093635,0.15191408695420655,1.705263994438029,281478.15726767277,0.00013150894953233434,0.5723453476825635,0.9064278564278564
5,ACWX,0.05388220435900323,0.19988925690932544,0.26956028148849187,1837193.407466243,0.00033162877311099936,0.5752646157365784,0.9050812717479384
6,ADME,0.1625425075899732,0.16462572334943604,0.9873457457493385,26098.173153296266,1.9917891823786982e-05,0.0,0.9418174124616524
7,AGNG,0.3305900831245284,0.1988824262111609,1.662238788124641,6336.69579030977,1.23190588508482e-07,0.10421170854976836,0.9997669805337565
8,AIA,-0.08566040224233466,0.2504060126182631,-0.34208604396780806,129132.72438443209,0.0,0.0,1.0
9,AMJ,0.16966787296061275,0.365538676422658,0.4641584705100602,1659067.1167593328,0.0002620598734101389,0.9931597352632675,0.8786193923502251
10,AMUB,0.14626989625920248,0.34507638302350047,0.423876867427468,7876.171564733916,0.0002620598734101389,0.9466898222313829,0.8786193923502251
11,ANGL,0.09476611647779906,0.11629858615725804,0.8148518362008035,1218745.5123113582,0.00010001456393258926,0.4874840542769871,0.920235512632742
12,ASHR,-0.10378611570225109,0.26732192914938036,-0.3882439275838649,4070405.4011119935,2.9946514351420504e-06,0.09142413720747009,0.9951432888399155
13,ASHS,-0.09718975167789873,0.2610788375678781,-0.37226208214838663,18517.553613979348,0.0001603209321336474,0.6951177702541103,0.8956389895407705
14,ASHX,-0.02421054363222658,0.2489548237519578,-0.0972487428335527,3957.029388403495,0.00046286390814155413,0.07190489997100609,0.9805287069215175
15,ATMP,0.22875334868290303,0.3484081648228233,0.6565671295310529,97055.52025416997,0.0002620598734101389,0.9440918038690879,0.8786193923502251
16,BAB,-0.05076231080381146,0.11586653541418016,-0.4381101982755841,328612.8673550437,0.00014527321329194773,0.6330346473739416,0.9011568482516419
17,BBC,-0.07478598604385622,0.3968658779712868,-0.18844146144826032,14082.287529785544,0.00016326788048372896,0.7201016399306777,0.8946739834032156
