,Symbol,Return,Volatility,Sharpe,Volume,betweenness,coreness,clustering
0,AADR,-0.13852107071153136,0.24418297425814015,-0.5672839031155898,14316.600476568705,0.0,0.0,1.0
1,AAXJ,-0.11312961599878578,0.22715861770090462,-0.49802035750957674,1246920.5718824463,0.0015614123052183652,0.007759855301521731,0.9844597850602932
2,ACSI,0.5561562207260387,0.206868929477373,2.688447328127495,1581.0961080222398,0.0,0.0,0.0
3,ACWF,0.18130161467137584,0.20285005503740666,0.8937715823539847,23695.552025416997,0.00017327362188720693,0.4404109535035915,0.9218664024161001
4,ACWI,0.359218043484147,0.20270208760281588,1.772147725424594,3582106.1953931693,0.00046711175508587055,0.48842335766423356,0.9074957083304274
5,ACWV,0.25905362273093635,0.15191408695420655,1.705263994438029,281478.15726767277,0.00013150894953233434,0.5742691911589954,0.9064278564278564
6,ACWX,0.05388220435900323,0.19988925690932544,0.26956028148849187,1837193.407466243,0.00033162877311099915,0.5762137902025635,0.9050812717479384
7,ADME,0.1625425075899732,0.16462572334943604,0.9873457457493385,26098.173153296266,1.991789182378698e-05,0.002771971954166111,0.9418174124616524
8,AGGY,-0.05855693857362181,0.057686226295482174,-1.0150939372196,157813.1850675139,0.0005785078475380903,0.2759656827662631,0.950028226650729
9,AGNG,0.3305900831245284,0.1988824262111609,1.662238788124641,6336.69579030977,1.23190588508482e-07,0.0005549027288157723,0.9997669805337565
10,AIA,-0.08566040224233466,0.2504060126182631,-0.34208604396780806,129132.72438443209,0.0,0.0,1.0
11,AIRR,0.8186092753460795,0.28848333700603096,2.837631052946971,30145.27402700556,0.0,0.001721217172311957,1.0
12,AMJ,0.16966787296061275,0.365538676422658,0.4641584705100602,1659067.1167593328,0.0002620598734101389,0.9406249529361671,0.8786193923502251
13,AMUB,0.14626989625920248,0.34507638302350047,0.423876867427468,7876.171564733916,0.0002620598734101389,0.9118955694795622,0.8786193923502251
14,ANGL,0.09476611647779906,0.11629858615725804,0.8148518362008035,1218745.5123113582,0.00010001456393258925,0.49340471634908467,0.920235512632742
15,ARCM,0.04405142791095673,0.013469364687953338,3.2704904003642596,1311.8347895154884,5.625373972925069e-06,0.06339651724435763,0.9913663041115521
16,ASHR,-0.10378611570225109,0.26732192914938036,-0.3882439275838649,4070405.4011119935,2.994651435142049e-06,0.03793711965940475,0.9951432888399155
17,ASHS,-0.09718975167789873,0.2610788375678781,-0.37226208214838663,18517.553613979348,0.0001603209321336474,0.7117995799505165,0.8956389895407705
18,ASHX,-0.02421054363222658,0.2489548237519578,-0.0972487428335527,3957.029388403495,0.0004628639081415544,0.10295736303421602,0.9805287069215175
19,ATMP,0.22875334868290303,0.3484081648228233,0.6565671295310529,97055.52025416997,0.0002620598734101389,0.8978799404236967,0.8786193923502251
20,BAB,-0.05076231080381146,0.11586653541418016,-0.4381101982755841,328612.8673550437,0.0001452732132919477,0.6349256966035686,0.9011568482516419
21,BBC,-0.07478598604385622,0.3968658779712868,-0.18844146144826032,14082.287529785544,0.00016326788048372904,0.7219423948185927,0.8946739834032156
22,BBP,0.26861877703798503,0.3001200552057275,0.8950377436584542,2668.467037331215,4.349333134670829e-05,0.26648117756596273,0.9527982155341745
23,BCM,0.576895856937224,0.20515275730150073,2.8120307254237615,4874.185861795076,0.0002620598734101389,0.9302046810743022,0.8786193923502251
24,BDCZ,0.17742828456184667,0.2543232312806368,0.6976487506407182,5567.434471803018,0.0002620598734101389,0.9013893517999767,0.8786193923502251
25,BFIT,0.2934640837091621,0.2289611281506283,1.2817201158971352,6628.117553613979,0.0,0.0006649438575811156,1.0
26,BFOR,0.43891853602321157,0.23804104614155353,1.8438775292652856,8315.011914217634,0.00019854408978210416,0.8145744785420803,0.8855285364711621
27,BIBL,0.283048560004488,0.24426471767350516,1.158777913979468,26662.03335980937,0.0,0.0012867754576826344,1.0
28,BICK,-0.1211427324046355,0.3173217076138113,-0.3817662942620658,12080.22239872915,6.125039391440419e-05,0.33519459454332173,0.9401585370860791
29,BIL,0.04387055615299335,0.0024933954073523344,17.59470480439292,2428811.04050834,6.29642150320004e-05,0.3509274570587612,0.9389096722621902
30,BIV,-0.017453658684052742,0.0555291971872553,-0.3143149832545858,1004569.579030977,0.00017748686869970776,0.7730992104711246,0.8906590342912057
31,BKF,-0.21968475091483156,0.2516605627943262,-0.8729407121860909,47307.86338363781,0.003069772036105763,0.0072357473750123205,0.9809838970243369
32,BKLN,0.05696172753472486,0.08500729915363353,0.6700804295849705,7451658.856235107,2.963037030355153e-05,0.19974841603069493,0.9648538501060289
33,BLES,0.23861065201073947,0.22645125120327156,1.0536954454561753,21645.591739475774,0.00019854408978210416,0.8073899215223257,0.8855285364711621
34,BLHY,-0.013643796302931962,0.061663523179085473,-0.22126202979526724,7621.683876092136,0.00011888662564470558,0.5459138661202948,0.9110442599030858
35,BLV,-0.09666232569167843,0.12730168189180288,-0.7593169568162842,423964.8133439238,0.00019854408978210416,0.8181598197581583,0.8855285364711621
36,BND,-0.031844762701276584,0.059268533106772776,-0.5372962857695156,4547324.305003972,0.0002532730655265085,0.8811584306206691,0.8797820571666062
37,BNDX,-0.03243515237377121,0.04373629436664385,-0.7416072359003595,2273824.702144559,0.00019854408978210416,0.8324562518537351,0.8855285364711621
38,BOSS,0.4194034367959108,0.2748936083343667,1.5256936650406567,2423.907863383638,0.00012423978634108003,0.5635428308032162,0.9085983138311033
39,BRF,-0.3264923804590438,0.38406499741470357,-0.8500966832614159,20251.787132644957,1.6521850447828793e-06,0.024670164851209174,0.9971922431219379
40,BSCM,0.10239028410906807,0.037908693422995736,2.7009710666249775,377277.4424146148,0.0001452732132919477,0.6273069262231097,0.9011568482516419
41,BSCN,0.10400531048649021,0.04938453792234505,2.106029839745263,322691.5806195393,0.00013689085194496377,0.5994652097006167,0.9036406703381299
42,BSCO,0.0864552196214224,0.055881010991751225,1.5471305562847517,336943.5266084194,0.00012814185955890817,0.5732960551282903,0.906910481910482
43,BSCP,0.08354446052788148,0.052697830611433544,1.5853491416733068,189865.9253375695,0.00014773590811231288,0.6425236831542727,0.9002384775106056
44,BSCQ,0.0718021333294168,0.05968905669121576,1.2029363054079507,140091.5806195393,0.0001452732132919477,0.6320722280185905,0.9011568482516419
45,BSCR,0.06335533867184676,0.0652734015652037,0.9706149388975703,62595.71088165211,0.00011427224634321096,0.5212432535619458,0.9133909568692178
46,BSJM,0.05064171439291612,0.07183261530820231,0.7049961104107749,210888.1652104845,2.34560395353616e-05,0.16811204123993523,0.9709168170706632
47,BSJN,0.06769223673080085,0.08004012061332057,0.8457288196481711,172688.56235107227,4.838966357196392e-05,0.2801968937822831,0.9502394114111734
